ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,SedeElectronica,HttpStatus
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Barlovento,https://barlovento.es,https://barlovento.sedelectronica.es,403
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Candelaria,https://www.candelaria.es,https://candelaria.sedelectronica.es,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Icod de Los Vinos,http://www.icoddelosvinos.es,https://sede.icoddelosvinos.es/portal/sede/se_principal1.jsp?language=es&codResi=1,403
Canarias,Santa Cruz de Tenerife,Ayuntamiento de La Matanza de Acentejo,http://www.matanceros.es,https://matanceros.sedelectronica.es,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Los Llanos de Aridane,https://www.aridane.org/index/index.php,https://eadmin.aridane.org,404
Canarias,Santa Cruz de Tenerife,Ayuntamiento de San Cristóbal de La Laguna,https://www.aytolalaguna.es,https://sede.aytolalaguna.es,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de San Juan de La Rambla,http://www.aytosanjuandelarambla.es,,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Los Silos,http://www.lossilos.es,,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Tegueste,http://www.tegueste.org,,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Valle Gran Rey,http://www.vallegranrey.es,https://sede.vallegranrey.es,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Valverde,http://www.aytovalverde.org,,0
Canarias,Santa Cruz de Tenerife,Ayuntamiento de Vilaflor de Chasna,https://www.vilaflor.es,https://www.vilaflor.es/publico/tablon,0
Cantabria,Cantabria,Ayuntamiento de Arnuero,http://www.ayuntamientoarnuero.org,https://arnuero.sedelectronica.es,0
Cantabria,Cantabria,Ayuntamiento de Bareyo,https://www.aytobareyo.org,https://bareyo.sedelectronica.es,0
Cantabria,Cantabria,Ayuntamiento de Campoo de Yuso,http://www.campodeyuso.com,https://campoodeyuso.sedipualba.es,0
Cantabria,Cantabria,Ayuntamiento de Castañeda,https://aytocastaneda.com,https://castaneda.sedelectronica.es,0
Cantabria,Cantabria,Ayuntamiento de Cillorigo de Liébana,http://www.cillorigodeliebana.es,http://ayuntamientocillorigo.org/el-ayuntamiento/informacion-municipal/tramites-y-solicitudes/,0
Cantabria,Cantabria,Ayuntamiento de Escalante,http://www.villadeescalante.com,,0
Cantabria,Cantabria,Ayuntamiento de Guriezo,https://www.aytoguriezo.org,https://www.aytoguriezo.org/trámites-municipales/tramites-on-line/,410
Cantabria,Cantabria,Ayuntamiento de Hazas de Cesto,https://aytohazasdecesto.es,https://aytohazasdecesto.es/formularios/,0
Cantabria,Cantabria,Ayuntamiento de Herrerías,http://www.aytoherrerias.es,https://sedeherrerias.absiscloud.com,0
Cantabria,Cantabria,Ayuntamiento de Lamasón,http://www.aytolamason.es,https://sedelamason.absiscloud.com,0
Cantabria,Cantabria,Ayuntamiento de Rasines,http://www.aytorasines.org,,0
Cantabria,Cantabria,Ayuntamiento de Rionansa,https://www.aytorionansa.com,https://aytorionansa.sedelectronica.es/info.0,0
Cantabria,Cantabria,Ayuntamiento de Ruiloba,https://aytoruiloba.es,https://ruiloba.sedelectronica.es,0
Cantabria,Cantabria,Ayuntamiento de San Felices de Buelna,http://aytosanfelicesbuelna.es,https://sanfelicesdebuelna.sedelectronica.es/info.0,0
Cantabria,Cantabria,Ayuntamiento de Santiurde de Toranzo,http://www.santiurdedetoranzo.es,,0
Cantabria,Cantabria,Ayuntamiento de Selaya,http://aytoselaya.org,https://sedeselaya.simplificacloud.com,0
Cantabria,Cantabria,Ayuntamiento de Soba,https://www.soba.es,https://soba.sedelectronica.es/info.0,0
Cantabria,Cantabria,Ayuntamiento de Suances,http://www.suances.es,http://www.suances.es/content/sede-electronica,0
Cantabria,Cantabria,Ayuntamiento de Torrelavega,http://www.torrelavega.es,https://sede.torrelavega.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS_HOME,503
Cantabria,Cantabria,Ayuntamiento de Tudanca,http://www.aytotudanca.es,,0
Cantabria,Cantabria,Ayuntamiento de Valdáliga,http://www.aytovaldaliga.org,https://sedevaldaliga.simplificacloud.com,0
Cantabria,Cantabria,Ayuntamiento de Vega de Liébana,http://www.ayto-vegadeliebana.com,,0
Cantabria,Cantabria,Ayuntamiento de Mazcuerras,http://www.mazcuerras.com,,403
Cantabria,Cantabria,Ayuntamiento de Pesquera,http://www.ayuntamientodepesquera.com,,0
Castilla y León,Ávila,Ayuntamiento de El Arenal,https://elarenal.es,https://elarenal.sedelectronica.es,0
Castilla y León,Ávila,Ayuntamiento de Arenas de San Pedro,http://www.arenasdesanpedro.es,https://arenasdesanpedro.sedelectronica.es,403
Castilla y León,Ávila,Ayuntamiento de Aveinte,http://www.aveinte.es.vg,,0
Castilla y León,Ávila,Ayuntamiento de Casavieja,http://www.casavieja.es,,403
Castilla y León,Ávila,Ayuntamiento de Gavilanes,https://www.gavilanes.es,https://gavilanes.sedelectronica.es,0
Castilla y León,Ávila,Ayuntamiento de La Horcajada,http://www.lahorcajada.org,,403
Castilla y León,Ávila,Ayuntamiento de Mediana de Voltoya,http://www.aytomediana.com,,0
Castilla y León,Ávila,Ayuntamiento de Mingorria,http://www.mingorria.es,,0
Castilla y León,Ávila,Ayuntamiento de Muñogalindo,http://www.munogalindo.es,,0
Castilla y León,Ávila,Ayuntamiento de Navalmoral,http://www.navalmoral.es,,0
Castilla y León,Ávila,Ayuntamiento de Navalperal de Tormes,http://www.navalperaldetormes.es,,0
Castilla y León,Ávila,Ayuntamiento de Navarredonda de Gredos,http://www.navarredondadegredos.es,,0
Castilla y León,Ávila,Ayuntamiento de Padiernos,http://www.padiernos.es.vg,,0
Castilla y León,Ávila,Ayuntamiento de San Pedro del Arroyo,http://www.sanpedrodelarroyo.es,,0
Castilla y León,Ávila,Ayuntamiento de Solana de Ávila,http://www.solanadeavila.com,,403
Castilla y León,Ávila,Ayuntamiento de Berrocalejo de Aragona,http://www.aytoberrocalejo.es,,0
Castilla y León,Ávila,Ayuntamiento de Mironcillo,http://www.mironcillo.es,,0
Castilla y León,Ávila,Ayuntamiento de Ojos-Albos,http://www.ojosalbos.es,,0
Castilla y León,Ávila,Ayuntamiento de Tormellas,http://www.tormellas.com,,503
Castilla y León,Ávila,Ayuntamiento de Tornadizos de Ávila,http://ayuntamientodetornadizosdeavila.com,https://tornadizosdeavila.sedelectronica.es,0
Castilla y León,Ávila,Ayuntamiento de Umbrias,http://www.umbrias.com,,0
Castilla y León,Burgos,Ayuntamiento de Aranda de Duero,https://www.arandadeduero.es,https://sede.arandadeduero.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS_HOME,403
Castilla y León,Burgos,Ayuntamiento de Belorado,http://www.belorado.org ,,0
Castilla y León,Burgos,Ayuntamiento de Burgos,http://www.aytoburgos.es,https://sede.aytoburgos.es/portal/sede/se_principal1.jsp?codResi=1,403
Castilla y León,Burgos,Ayuntamiento de Busto de Bureba,http://www.bustodebureba.es ,,0
Castilla y León,Burgos,Ayuntamiento de Ciruelos de Cervera,http://www.aytocirueladecervera.com ,,0
Castilla y León,Burgos,Ayuntamiento de Frías,http://www.ciudaddefrias.com ,,0
Castilla y León,Burgos,Ayuntamiento de Gumiel de Mercado,http://www.gumieldemercado.es,,404
Castilla y León,Burgos,Ayuntamiento de Melgar de Fernamental,http://www.melgardefernamental.es ,,0
Castilla y León,Burgos,Ayuntamiento de Merindad de Sotoscueva,http://www.merindaddesotoscueva.es,https://merindaddesotoscueva.sedelectronica.es,404
Castilla y León,Burgos,Ayuntamiento de Oña,https://ayuntamientoona.com,https://ayuntamientoona.com/aytovirtual/,403
Castilla y León,Burgos,Ayuntamiento de Quintanar de La Sierra,http://www.ayuntamientoquintanarsierra.com,https://quintanardelasierra.sedelectronica.es,0
Castilla y León,Burgos,Ayuntamiento de Sargentes de La Lora,http://www.sargentesdelalora.es,,0
Castilla y León,Burgos,Ayuntamiento de Sasamón,http://www.sasamon.org ,,0
Castilla y León,Burgos,Ayuntamiento de Sotragero,http://www.sotragero.es,https://sotragero.sedelectronica.es,0
Castilla y León,Burgos,Ayuntamiento de Trespaderne,http://www.trespaderne.com ,,0
Castilla y León,Burgos,Ayuntamiento de Valle de Tobalina,http://www.valledetobalina.com ,,0
Castilla y León,Burgos,Ayuntamiento de Atapuerca,http://www.atapuerca.es ,,0
Castilla y León,Burgos,Ayuntamiento de Carcedo de Burgos,http://www.carcedodeburgos.es,https://carcedodeburgos.sedelectronica.es,0
Castilla y León,Burgos,Ayuntamiento de Cardeñadijo,http://www.cardenadijo.es ,,0
Castilla y León,Burgos,Ayuntamiento de Cavia,http://www.aytocavia.es,https://cavia.sedelectronica.es,0
Castilla y León,Burgos,Ayuntamiento de Saldaña de Burgos,http://www.saldañadeburgos.es,,0
Castilla y León,Burgos,Ayuntamiento de San Mamés de Burgos,http://www.sanmamesdeburgos.es,https://sanmamesdeburgos.sedelectronica.es,0
Castilla y León,Burgos,Ayuntamiento de Valle de Sedano,http://www.valledesedano.org ,,0
Castilla y León,Burgos,Ayuntamiento de Villalbilla de Burgos,http://villalbilladeburgos.burgos.es/ayuntamiento,,404
Castilla y León,León,Ayuntamiento de Borrenes,https://www.borrenes.org,https://borrenes.sedelectronica.es/info.0,403
Castilla y León,León,Ayuntamiento de Carucedo,https://carucedo.es,https://carucedo.sedelectronica.es,406
Castilla y León,León,Ayuntamiento de Castrocontrigo,http://www.aytocastrocontrigo.com,https://aytocastrocontrigo.sedelectronica.es,0
Castilla y León,León,Ayuntamiento de Chozas de Abajo,https://www.chozasdeabajo.com,https://chozasdeabajo.sedelectronica.es,403
Castilla y León,León,Ayuntamiento de Ponferrada,https://www.ponferrada.org/es,https://clic.ponferrada.org/portal/entidades.do?error=-1&ent_id=1&idioma=1,0
Castilla y León,León,Ayuntamiento de Priaranza del Bierzo,http://www.priaranza.ccbierzo.net,,0
Castilla y León,León,Ayuntamiento de Sancedo,http://www.sancedo.ccbierzo.net,,0
Castilla y León,León,Ayuntamiento de Vega de Espinareda,http://www.vegadeespinareda.org,,0
Castilla y León,León,Ayuntamiento de Villasabariego,http://www.villasabariegoayto.com,https://villasabariego.sedelectronica.es,0
Castilla y León,León,Ayuntamiento de Gordaliza del Pino,http://www.fontun.com/garrafe/,,404
Castilla y León,Palencia,Ayuntamiento de Ampudia,http://www.ampudia.es,https://ampudia.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Astudillo,http://www.astudillo.es,https://astudillo.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Cardeñosa de Volpejera,http://www.cardenosadevolpejera.es,,0
Castilla y León,Palencia,Ayuntamiento de Castrejón de La Peña,http://www.castrejondelapena.es,,0
Castilla y León,Palencia,Ayuntamiento de Osorno La Mayor,http://osorno.es,https://osorno.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Quintanilla de Onsoña,http://www.quintanilladeonsona.es,,0
Castilla y León,Palencia,Ayuntamiento de Torquemada,http://torquemada.es,https://torquemada.sedelectronica.es,404
Castilla y León,Palencia,Ayuntamiento de Pomar de Valdivia,http://www.pomardevaldivia.com,,0
Castilla y León,Palencia,Ayuntamiento de Santibáñez de Ecla,http://www.santibanezdeecla.es,,0
Castilla y León,Palencia,Ayuntamiento de Tabanera de Valdavia,http://tabaneradevaldavia.aytos.dip-palencia.es,,0
Castilla y León,Salamanca,Ayuntamiento de Aldea del Obispo,http://aytoaldeadelobispo.es/web,https://aldeadelobispo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Aldehuela de Yeltes,http://www.aldehueladeyeltes.com,,403
Castilla y León,Salamanca,Ayuntamiento de Babilafuente,http://www.babilafuente.com,,0
Castilla y León,Salamanca,Ayuntamiento de Campillo de Azaba,http://aytocampillodeazaba.es,https://campillodeazaba.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Carrascal del Obispo,http://carrascaldelobispo.es,https://carrascaldelobispo.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Cristóbal,https://www.aytocristobal.com,,403
Castilla y León,Salamanca,Ayuntamiento de Fuenteguinaldo,http://www.fuenteguinaldo.es,https://fuenteguinaldo.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Fuenterroble de Salvatierra,http://www.aytofuenterroble.com,,500
Castilla y León,Salamanca,Ayuntamiento de Fuentes de Oñoro,https://ayuntamientofuentesdeonoro.com,https://fuentesdeonoro.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Galindo y Perahuy,http://www.galindoyperahuy.es,,0
Castilla y León,Salamanca,Ayuntamiento de Guijuelo,http://www.guijuelo.es,https://guijuelo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Ledrada,http://www.aytoledrada.com,https://ledrada.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Miranda de Azán,https://www.mirandadeazan.com,https://mirandadeazan.sedelectronica.es,429
Castilla y León,Salamanca,Ayuntamiento de Mogarraz,https://www.mogarraz.es,,403
Castilla y León,Salamanca,Ayuntamiento de Palaciosrubios,http://www.palaciosrubios.es,,0
Castilla y León,Salamanca,Ayuntamiento de Retortillo,http://www.ayuntamientoretortillo.es,https://valledelretortillo.sedelectronica.es,404
Castilla y León,Salamanca,Ayuntamiento de Robleda,http://www.robleda.es/,https://robleda.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Vecinos,http://www.ayto-vecinos.es,,0
Castilla y León,Salamanca,Ayuntamiento de Villar de Gallimazo,http://www.villardegallimazo.com,https://villardegallimazo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de El Cabaco,http://www.elcabaco.com,,0
Castilla y León,Salamanca,Ayuntamiento de Cordovilla,https://concejodecordovilla.es,https://cordovilla.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Espeja,http://www.espeja.es,,0
Castilla y León,Salamanca,Ayuntamiento de Machacón,https://www.aytomachacon.es,https://machacon.sedelectronica.es,429
Castilla y León,Salamanca,Ayuntamiento de Nava de Francia,https://navadefrancia.com,https://navadefrancia.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Poveda de Las Cintas,https://povedadelascintas.es,https://povedadelascintas.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de San Cristóbal de La Cuesta,http://www.sancristobaldelacuesta.es,,0
Castilla y León,Salamanca,Ayuntamiento de San Martín del Castañar,http://www.reyconet.es/sanmartindelcastañar,,404
Castilla y León,Salamanca,Ayuntamiento de San Muñoz,https://sanmunoz.com,https://sanmunoz.sedelectronica.es,0
Castilla y León,Salamanca,Ayuntamiento de Villaflores,http://www.villaflores.net,https://villaflores.sedelectronica.es,404
Castilla y León,Segovia,Ayuntamiento de Abades,http://www.abades.es,http://abades.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Adrada de Pirón,http://www.adradadepiron.es,https://adradadepiron.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Adrados,http://www.adrados.es,https://adrados.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldea Real,http://www.aldeareal.com,,0
Castilla y León,Segovia,Ayuntamiento de Aldeasoña,http://www.aldeasona.es,https://aldeasona.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldehorno,http://www.aldehorno.es,http://aldehorno.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Anaya,http://www.ayuntamientodeanaya.es,https://anaya.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Arcones,http://www.arcones.es,https://arcones.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ayllon,http://www.ayllon.es,https://ayllon.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Barbolla,http://www.barbolla.es,http://barbolla.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Basardilla,http://www.basardilla.es,,403
Castilla y León,Segovia,Ayuntamiento de Bercial,http://www.bercial.es,,403
Castilla y León,Segovia,Ayuntamiento de Bercimuel,http://www.bercimuel.es,,403
Castilla y León,Segovia,Ayuntamiento de Boceguillas,http://www.boceguillas.es,,403
Castilla y León,Segovia,Ayuntamiento de Caballar,http://www.caballar.es,http://caballar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cabezuela,http://www.cabezuela.es,http://cabezuela.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Calabazas,http://www.calabazasdefuentiduena.es,http://calabazasdefuentiduena.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Campo de San Pedro,http://www.campodesanpedro.es,http://campodesanpedro.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cantalejo,http://www.cantalejo.es,,403
Castilla y León,Segovia,Ayuntamiento de Cantimpalos,http://www.cantimpalos.es,http://cantimpalos.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Carbonero El Mayor,http://www.carboneroelmayor.net,,0
Castilla y León,Segovia,Ayuntamiento de Castillejo de Mesleón,http://www.castillejodemesleon.es,http://castillejodemesleon.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cilleruelo de San Mames,http://www.cilleruelodesanmames.es,http://cilleruelodesanmames.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Coca,http://www.coca.es,http://coca.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cuéllar,http://www.aytocuellar.es,https://cuellar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de El Espinar,http://www.elespinar.es,https://elespinar.sedelectronica.es,0
Castilla y León,Segovia,Ayuntamiento de Fresneda de Cuéllar,http://www.fresnedadecuellar.es,https://fresnedadecuellar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fresno de La Fuente,http://www.fresnodelafuente.es,http://fresnodelafuente.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fuentepelayo,http://www.fuentepelayo.es,,403
Castilla y León,Segovia,Ayuntamiento de Fuenterrebollo,http://www.fuenterrebollo.es,,403
Castilla y León,Segovia,Ayuntamiento de Fuentidueña,http://www.fuentiduena.es,http://fuentiduena.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de La Lastrilla,http://www.lalastrilla.es,,403
Castilla y León,Segovia,Ayuntamiento de Maderuelo,http://www.maderuelo.com,,403
Castilla y León,Segovia,Ayuntamiento de La Matilla,http://www.lamatilla.es/,https://lamatilla.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Membibre de La Hoz,http://www.membibredelahoz.es,http://membibredelahoz.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Mozoncillo,http://www.mozoncillo.es,,403
Castilla y León,Segovia,Ayuntamiento de Navalmanzano,http://www.navalmanzano.es,,403
Castilla y León,Segovia,Ayuntamiento de Navas de Oro,http://www.navasdeoro.es,http://navasdeoro.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navas de San Antonio,http://www.navasdesanantonio.es,http://navasdesanantonio.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Nieva,http://www.nieva.es,http://nieva.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Olombrada,http://www.olombrada.es,https://olombrada.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Pajarejos,http://www.pajarejos.es,http://pajarejos.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Prádena,http://www.pradena.es,,403
Castilla y León,Segovia,Ayuntamiento de Riaza,http://www.riaza.es,http://riaza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Riofrío de Riaza,http://www.riofrioderiaza.es,http://riofrioderiaza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Sacramenia,http://www.sacramenia.es,https://sacramenia.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de San Cristobal de La Vega,http://www.sancristobaldelavega.es/,https://sancristobaldelavega.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Santa Marta del Cerro,http://www.santamartadelcerro.es,,403
Castilla y León,Segovia,Ayuntamiento de Santo Tome del Puerto,http://www.santotomedelpuerto.es,http://santotomedelpuerto.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Sebúlcor,http://www.sebulcor.es,,403
Castilla y León,Segovia,Ayuntamiento de Segovia,http://www.segovia.es,https://sede.segovia.es/portal/sede/se_principal1.jsp,0
Castilla y León,Segovia,Ayuntamiento de Sepúlveda,http://www.sepulveda.es,,403
Castilla y León,Segovia,Ayuntamiento de Sotillo,http://www.sotillo.es,,403
Castilla y León,Segovia,Ayuntamiento de Torre Val de San Pedro,http://www.torrevaldesanpedro.es,http://www.torrevaldesanpedro.es/actualdiad-municipal/-/asset_publisher/9WqF/content/la-sede-electronica-de-su-ayto-permite-realizar-sus-tramites-ayuda-para-sus-dudas?redirect=http%3A%2F%2Fwww.torrevaldesanpedro.es%2Factualdiad-municipal&articleId=1208278,403
Castilla y León,Segovia,Ayuntamiento de Torreadrada,http://www.torreadrada.es,http://torreadrada.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Turégano,http://www.turegano.es,,403
Castilla y León,Segovia,Ayuntamiento de Valleruela de Pedraza,http://www.vallerueladepedraza.es,http://vallerueladepedraza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Valseca,http://www.valseca.es,https://valseca.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Valtiendas,http://www.valtiendas.es,http://valtiendas.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Villacastin,http://www.villacastin.es,,403
Castilla y León,Segovia,Ayuntamiento de Aguilafuente,http://www.aguilafuente.es,https://aguilafuente.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Alconada de Maderuelo,http://www.alconadademaderuelo.es,https://alconadademaderuelo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldealcorvo,http://www.aldealcorvo.es,,403
Castilla y León,Segovia,Ayuntamiento de Aldeanueva de la Serrezuela,http://www.aldeanuevadelaserrezuela.es,https://aldeanuevadelaserrezuela.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldeonte,http://www.aldeonte.es,,403
Castilla y León,Segovia,Ayuntamiento de Brieva,http://www.brieva.es,,403
Castilla y León,Segovia,Ayuntamiento de Carrascal del Rio,https://www.carrascaldelrio.com,https://carrascaldelrio.sedelectronica.es,0
Castilla y León,Segovia,Ayuntamiento de Casla,http://www.ayuntamientodecasla.es,,0
Castilla y León,Segovia,Ayuntamiento de Condado de Castilnovo,http://www.condadodecastilnovo.es,http://condadodecastilnovo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cubillo,http://www.cubillo.es,https://elcubillo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fuente de Santa Cruz,http://www.fuentedesantacruz.es,http://fuentedesantacruz.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Juarros de Riomoros,http://www.juarrosderiomoros.es,http://juarrosderiomoros.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Navares de Ayuso,http://www.navaresdeayuso.es,http://navaresdeayuso.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navares de Enmedio,http://www.navaresdeenmedio.es,http://navaresdeenmedio.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ortigosa de Pestaño,http://www.ortigosadepestano.es,http://ortigosadepestano.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Carabias,http://www.ayuntamientodecarabias.es,http://carabias.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Remondo,http://www.remondo.es,http://remondo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Urueñas,http://www.uruenas.es,http://uruenas.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ventosilla y Tejadilla,http://www.ventosillaytejadilla.es,http://ventosillaytejadilla.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navas de Riofrío,http://www.navasderiofrio.es,https://navasderiofrio.sedelectronica.es,403
Castilla y León,Soria,Ayuntamiento de Ágreda,http://www.agreda.es,https://agreda.sedelectronica.es,0
Castilla y León,Soria,Ayuntamiento de Borobia,http://www.borobia.es,https://borobia.sedelectronica.es,0
Castilla y León,Soria,Ayuntamiento de Ólvega,http://www.olvega.es,https://olvega.sedelectronica.es,0
Castilla y León,Soria,Ayuntamiento de Magaña,http://www.magana.es,https://magana.sedelectronica.es,0
Castilla y León,Soria,Ayuntamiento de La Póveda de Soria,http://www.lapoveda.es,https://lapovedadesoria.sedelectronica.es,0
Castilla y León,Soria,Ayuntamiento de Ucero,http://www.ucero.es,,0
Castilla y León,Valladolid,Ayuntamiento de Adalia,http://www.adalia.ayuntamientosdevalladolid.es,https://adalia.sedelectronica.es,0
Castilla y León,Valladolid,Ayuntamiento de Aguasal,https://aguasal.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Alaejos,https://alaejos.ayuntamientosdevalladolid.es,https://alaejos.sedelectronica.es,0
Castilla y León,Valladolid,Ayuntamiento de Bustillo de Chaves,https://bustillodechaves.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Castronuño,https://www.xn--ayuntamientodecastronuo-eic.es,,403
Castilla y León,Valladolid,Ayuntamiento de Curiel de Duero,http://curieldeduero.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Fuensaldaña,http://fuensaldana.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Herrín de Campos,http://herrindecampos.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Mayorga,http://www.aytomayorga.org,,403
Castilla y León,Valladolid,Ayuntamiento de Renedo de Esgueva,https://www.ayto.renedodeesgueva.es/,https://renedodeesgueva.ayuntamientosdevalladolid.es/el-ayuntamiento/administracion-municipal/sede-electronica,0
Castilla y León,Valladolid,Ayuntamiento de Villanubla,http://www.villanubla.es ,,0
Castilla y León,Valladolid,Ayuntamiento de Viloria del Henar,http://www.viloria.es,,0
Castilla y León,Valladolid,Ayuntamiento de Laguna de Duero,https://www.lagunadeduero.org,https://sede.lagunadeduero.org/GDCarpetaCiudadano/login.do,0
Castilla y León,Valladolid,Ayuntamiento de Mucientes,http://mucientes.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Piñel de Abajo,http://pineldeabajo.ayuntamientosdevalladolid.es,,0
Castilla y León,Valladolid,Ayuntamiento de Villagómez La Nueva,http://villagomezlanueva.ayuntamientosdevalladolid.es,,0
Castilla y León,Zamora,Ayuntamiento de Alcañices,https://aytoalcanices.org,https://alcanices.sedelectronica.es,403
Castilla y León,Zamora,Ayuntamiento de Almaraz de Duero,https://www.almarazdeduero.com,https://almarazdeduero.sedelectronica.es,0
Castilla y León,Zamora,Ayuntamiento de Benavente,https://www.benavente.es/aytobenavente,https://aytobenavente.org/portal/entidades.do?error=-1&pes_cod=-1&ent_id=1&idioma=1,0
Castilla y León,Zamora,Ayuntamiento de Bermillo de Sayago,http://www.aytobermillo.es,,0
Castilla y León,Zamora,Ayuntamiento de Coreses,http://www.ayuntamientodecoreses.es,,0
Castilla y León,Zamora,Ayuntamiento de Fariza,http://www.fariza.es/,,0
Castilla y León,Zamora,Ayuntamiento de Fuentesaúco,http://www.fuentesauco.es,,0
Castilla y León,Zamora,Ayuntamiento de Galende,http://www.aytogalende.com,,0
Castilla y León,Zamora,Ayuntamiento de Manzanal del Barco,http://www.manzanaldelbarco.com,,0
